Config,{"general": {"device": "cpu", "training_rounds": 300}, "aggregation": "sp", "rank_distribution": "[0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02]", "epoch": 1, "dataset": "qmnist", "batch_size": 64, "model": "simple_lora_mlp", "loss_function": "CrossEntropyLoss", "client_selection": {"method": "random", "round": 1, "number": 10, "random_seed": 42}}

accuracy,average_loss,precision,recall,f1_score,total_test_samples
0.07776666666666666,2.292978497695923,0.09304082735259647,0.08344707976642449,0.04023192114147779,60000
0.14028333333333334,2.830031804784139,0.03970615769951298,0.14772281020763176,0.05807460439238492,60000
0.23841666666666667,2.509576757558187,0.22079358666997378,0.2338637626430311,0.1307137002409498,60000
0.15946666666666667,3.8023683032989504,0.06812353923361025,0.16271538201066976,0.07956570554868583,60000
0.25698333333333334,3.2119658393859862,0.1502073257623136,0.2431473175468787,0.16055638752883508,60000
0.1041,3.884114078903198,0.10834978007703003,0.10272177419354837,0.023755731961114076,60000
0.09725,3.8646530855814616,0.009725000000000001,0.1,0.0177261335156072,60000
0.0992,3.552086303965251,0.00992,0.1,0.01804949053857351,60000
0.22881666666666667,2.6115358423868815,0.10483174475858617,0.22028692246224776,0.12232277834451828,60000
0.25221666666666664,2.340821655146281,0.14551907407126766,0.245203115480501,0.15071955528309391,60000
0.29635,2.4167468861897787,0.17987220295190964,0.2885198558030175,0.1954536844484414,60000
0.24261666666666667,2.29590822614034,0.3027411008871922,0.23466702587822247,0.1726352720970027,60000
0.12778333333333333,3.5049558699289958,0.11039832269960397,0.13077474471493902,0.06258645232563136,60000
0.25348333333333334,3.0479857524871825,0.2247271387825073,0.2493422403845031,0.15067385336918876,60000
0.28005,2.5381350516001384,0.22339000843827864,0.2747047839352507,0.1620397762723491,60000
0.3835166666666667,2.1931368788401286,0.22461047362856412,0.3732040723677664,0.24866110521421012,60000
0.36493333333333333,2.1675310429890953,0.3501223580216896,0.361536569721769,0.287867287897775,60000
0.3489833333333333,2.375887967300415,0.224271490206606,0.3381603647708612,0.23317474417203216,60000
0.3423833333333333,2.542739075469971,0.27490406891346436,0.3355425516615087,0.25287633282287714,60000
0.2954,2.2651472204208374,0.1096452377210136,0.28378422665534686,0.15015237647779944,60000
0.27068333333333333,2.3914866172790528,0.21094394847786263,0.2683878906877744,0.1542009200756286,60000
0.2938,2.39332174282074,0.11870919373954023,0.28236927898163355,0.15521861866119813,60000
0.3461,2.2922357710520425,0.22761249089054672,0.338405475674394,0.24430212375140975,60000
0.2967166666666667,2.161413397916158,0.11884800514513946,0.2851812919827131,0.15591626895827487,60000
0.35538333333333333,2.191395129776001,0.26708248441684634,0.34740259867272394,0.26803242845545067,60000
0.29635,2.2620211797714234,0.22231732258736278,0.28516004038956505,0.1612071059996359,60000
0.4017,2.088018709182739,0.25003767861935483,0.39144233865063943,0.2915960663332796,60000
0.28996666666666665,2.430722037378947,0.23404171180455494,0.2796387464152324,0.15982187542760865,60000
0.39816666666666667,2.1145557834625244,0.24837708160473881,0.38542981874640847,0.28529151364674227,60000
0.26445,2.47962266998291,0.23659143799203658,0.25718332186106196,0.14599752535432936,60000
0.4036666666666667,2.0878031927744547,0.3088403404460485,0.3920875247676177,0.2956505646968667,60000
0.21536666666666668,2.558585916900635,0.13536053905912004,0.21384030262327597,0.10095544745834624,60000
0.43555,2.1050008836110434,0.2889781534434236,0.42468652482215974,0.333431518771442,60000
0.1988,2.724459593137105,0.13431720845887196,0.19922751769608005,0.07774201336098621,60000
0.42123333333333335,2.0566905005137124,0.2508261398014534,0.41123120845998873,0.31037433634382405,60000
0.19726666666666667,2.701438877614339,0.13514728912944288,0.197881817100683,0.07506937786769638,60000
0.41086666666666666,2.054306391906738,0.23927057138725044,0.4012379813476848,0.2982032893415975,60000
0.1914,2.8702467861175536,0.1390260629848043,0.19270538533884715,0.06484481494034856,60000
0.3735,2.004749080149333,0.3040568459484823,0.36726690086419855,0.2581376167019912,60000
0.19531666666666667,2.8072584958394367,0.16892370382385827,0.19650736404814112,0.07428203337457613,60000
0.3675333333333333,2.0590255237579345,0.2690585643559581,0.36243156372720475,0.254848884638616,60000
0.19291666666666665,2.8460097724914553,0.059371133833905146,0.19396083874514664,0.07746252738055907,60000
0.35378333333333334,2.0526051989237466,0.259530015255682,0.34772313101249114,0.23260430730308856,60000
0.17551666666666665,2.641424408976237,0.05300527260208883,0.17577290281993177,0.07814224669765638,60000
0.3166333333333333,2.161580639076233,0.2397915908429214,0.3081378684293565,0.1847108576333158,60000
0.1751,2.7821269050598145,0.09136395263769179,0.17139190550235467,0.09908182234195485,60000
0.27713333333333334,3.1031000509897866,0.14312010062486052,0.2681363097966518,0.1696420974789355,60000
0.20583333333333334,2.397413363393148,0.2296884762873944,0.2017031372620834,0.10375717176220096,60000
0.40291666666666665,2.15940773785909,0.3849581731149834,0.39946854479243404,0.31423095202283946,60000
0.1917,2.4884173098246256,0.13852932225095388,0.1929751443887448,0.06450389438926614,60000
0.37445,1.974036519432068,0.26512061845605567,0.36539913208425345,0.268888948899786,60000
0.19778333333333334,3.3594836505889893,0.06193806826941785,0.19902322370407838,0.07647689207438087,60000
0.3555833333333333,2.0208384877522785,0.20086130381231815,0.34248698894584045,0.23917346380602736,60000
0.24893333333333334,2.568207606124878,0.19758343486324595,0.2516332381292469,0.16002971435262894,60000
0.4232666666666667,1.8186995683670044,0.33300513555992073,0.4131765120208655,0.31687284094271295,60000
0.23203333333333334,2.6573826215108234,0.28616482016073846,0.23217162510396666,0.1395304201406543,60000
0.3899166666666667,1.9295642645517985,0.24005036399922916,0.3780359413495823,0.28176011503693077,60000
0.24806666666666666,2.865205564626058,0.3072551367548439,0.2440405463704245,0.1456310499499124,60000
0.3826333333333333,1.791131765238444,0.35685587049772366,0.37181134434726004,0.2759190482441571,60000
0.21468333333333334,2.752850697072347,0.21645242020509606,0.21475899362715162,0.10402364532255196,60000
0.3879,1.7670204051335652,0.34092847557582284,0.37686083356115346,0.27722989934871384,60000
0.20831666666666668,2.8385673955281576,0.18022340728164005,0.20959920255431425,0.09673416164957671,60000
0.3798,1.7947168113072713,0.21734110560928305,0.36770002089350096,0.2656544979075439,60000
0.20773333333333333,2.826506680425008,0.0926575736176903,0.20884566859910011,0.09684433782661872,60000
0.3918333333333333,1.7543697731018066,0.22848462724029844,0.38020231261194,0.2793013529144295,60000
0.21153333333333332,2.7414412640889485,0.10641162885078832,0.21289248790566181,0.09966608703866556,60000
0.39355,1.7459462256749472,0.3308126785548494,0.3819341302290754,0.2816543830467965,60000
0.21346666666666667,2.7541908484141033,0.1829332495313242,0.21510637492609677,0.10444937364264699,60000
0.3958,1.7344555500030518,0.3462725404683331,0.384552477320519,0.2845767573844412,60000
0.22886666666666666,2.4891745095570883,0.29520497340695395,0.23057323646124636,0.12682440775875156,60000
0.39511666666666667,1.7226124198277792,0.27391805649748535,0.38400353831658895,0.2852974026851841,60000
0.21726666666666666,2.6821384150187173,0.21866464110397085,0.2166494380606756,0.11258198851475061,60000
0.3684,1.882051058324178,0.3263126235992703,0.35606903687574654,0.2565609868167312,60000
0.23843333333333333,2.6804988723754883,0.2415004920508012,0.2379001731099426,0.12683179433271033,60000
0.41931666666666667,1.6771358741760254,0.27550464392025187,0.41011795646441057,0.31989120943262783,60000
0.28615,2.452020293299357,0.3186102448651564,0.28532234895441483,0.20782486449374232,60000
0.41425,1.7278210614522298,0.34284339269181946,0.40471433770717846,0.3076830409367129,60000
0.2533,2.575286511866252,0.32311087988854076,0.2503672131833921,0.15930899450923267,60000
0.39181666666666665,1.8015665158589682,0.31026868815532826,0.3810694659986248,0.2835827794886841,60000
0.2705666666666667,2.4787906574249265,0.327539689467285,0.26670881397157714,0.17193969962921915,60000
0.41481666666666667,1.7148251598358155,0.38099631141835333,0.4048999695215082,0.31464165951293055,60000
0.3064,2.466033848953247,0.26088534955018516,0.29783042191550724,0.19978742135997524,60000
0.41551666666666665,1.708632186126709,0.37068320992077336,0.4054012973577568,0.31083722220960625,60000
0.27195,2.5187465048472086,0.25421830455884126,0.26681664521113213,0.1751455110148596,60000
0.39448333333333335,1.8199574261983236,0.3207033087410204,0.3833579859188438,0.2827560486546285,60000
0.2444,2.3260956601460774,0.32818742813563784,0.24485826026901858,0.1416184083692167,60000
0.44606666666666667,1.649567729886373,0.3089889167622672,0.4375758643210232,0.3529741772102366,60000
0.32875,2.377389934921265,0.34529303527864097,0.3222962579750088,0.23961598844300327,60000
0.4489166666666667,1.6600343273798626,0.49243144648941695,0.4407113901127696,0.3618988039430151,60000
0.3422,2.3380375223795573,0.326173151857963,0.3330276241794524,0.24545181693389337,60000
0.44956666666666667,1.6593825788497925,0.3769707836378474,0.4405227798749306,0.3644680481204333,60000
0.3127,2.4974101090749103,0.2619494955685827,0.30373315032842996,0.21033344914286375,60000
0.4101,1.8018535532633464,0.328657181693569,0.39983534874016513,0.30277839376365423,60000
0.2954833333333333,2.2604498908996584,0.42100087606500225,0.28840400579838976,0.1917747159169575,60000
0.4217,1.7441538021087646,0.3633206184685546,0.4114908734250446,0.3137616732248369,60000
0.30975,2.301146019236247,0.35576747292872446,0.3012370891672626,0.2123531376945774,60000
0.39568333333333333,1.8116017360687255,0.3551014347583997,0.3845670398506581,0.2912852937360756,60000
0.3149,2.1562579340616863,0.19816753759497968,0.304282633386961,0.19892129362755404,60000
0.42611666666666664,1.6786838386535645,0.3914032709936304,0.4162023334486887,0.32469240429647217,60000
0.38111666666666666,1.9060650600433349,0.4031208922575603,0.3721536125045469,0.2923306714968126,60000
0.4138833333333333,1.6355686720530191,0.5453848653724861,0.40341427635679705,0.32030373263318557,60000
0.31351666666666667,2.282804253133138,0.24492688414382066,0.3035686779987176,0.22291421004469975,60000
0.4278666666666667,1.8343573710123697,0.35513379019061303,0.4185133452951889,0.33257988944038813,60000
0.33453333333333335,1.9465191626866658,0.3877672646371904,0.3259485418567703,0.27656688887787784,60000
0.33426666666666666,2.7977696077982586,0.28367688390005946,0.32545447184893017,0.24522311759173898,60000
0.3233666666666667,2.3085797298431396,0.22599889199821463,0.32124124198150206,0.21249709890009555,60000
0.26315,3.192465626144409,0.31701088257889254,0.25763294087336197,0.21956436431071774,60000
0.4144333333333333,1.9331477190653483,0.3617613108629355,0.40359409175118344,0.31944246785754943,60000
0.39475,2.0961368534088134,0.34482873745334486,0.3918775800770873,0.32966227579443297,60000
0.33675,1.9283014411290487,0.35185698964142514,0.3236290118802699,0.26422039500251115,60000
0.38256666666666667,2.452578735733032,0.35983377537597444,0.37952554087557566,0.3062883989161775,60000
0.30196666666666666,2.1747517975489297,0.3821867095358332,0.28789522121208394,0.22648848742883917,60000
0.3419333333333333,2.4700116174062092,0.31713740828924497,0.3327942879262186,0.25674676180484074,60000
0.21626666666666666,2.567473273595174,0.3321916688146237,0.21376705892429607,0.15362043481434856,60000
0.43145,2.266222658920288,0.40586170704064106,0.4269078091964942,0.3579007265788309,60000
0.4171166666666667,1.6370735810597739,0.4251633845854691,0.4066896812266255,0.366846978289548,60000
0.35855,1.9558205755233764,0.513897294699999,0.35558472051733225,0.31126059158361763,60000
0.3206833333333333,2.257455521774292,0.34524535450092797,0.30920253425626176,0.26143042347909784,60000
0.2816166666666667,2.730201602300008,0.38297331258035694,0.28100841160671164,0.2287455909293809,60000
0.17325,2.559671724573771,0.26413646630891435,0.1693605594903529,0.12014677809463419,60000
0.42423333333333335,2.027166959762573,0.4356730313749878,0.4206790252755269,0.3497169059736765,60000
0.39931666666666665,1.639594644610087,0.4343590355163916,0.38518340761146863,0.339921506875765,60000
0.3872333333333333,1.8081984357833862,0.4258709449373975,0.3850442921516331,0.3394510434822882,60000
0.2858833333333333,2.30729678662618,0.2820112741514455,0.2706998152651956,0.21644438185100365,60000
0.3853666666666667,2.3460576334635417,0.3700866554520696,0.3798618182273546,0.31182613957262656,60000
0.26311666666666667,2.3888003151575723,0.2668657060404645,0.26119103113675946,0.20520341985225365,60000
0.4393,2.0786718607584636,0.40385001954724026,0.4327107811203338,0.350178605632812,60000
0.38888333333333336,1.793065138244629,0.4551755289043471,0.37904227495429293,0.2907043065618601,60000
0.4996833333333333,1.4737348171869913,0.5109439239154153,0.4922831686400608,0.4292861179861858,60000
0.2880333333333333,2.7446344347635905,0.23461427550535818,0.27755869253438065,0.1680930329262888,60000
0.39905,2.0352642981211346,0.31179050338830955,0.3871693163059162,0.308701903596745,60000
0.3602166666666667,2.2385135705947876,0.3017208142825098,0.35095845156936223,0.25816038763550064,60000
0.4915833333333333,1.560500754737854,0.5250502410788711,0.48744087493447835,0.4198464945029821,60000
0.35595,2.5835043626149496,0.4167802463902975,0.3450939077947023,0.23846830603973324,60000
0.4751666666666667,1.5715016167322795,0.44273763372606495,0.46670828705668876,0.3969711113624651,60000
0.3544333333333333,2.463261610666911,0.36271449900822716,0.34385911536190844,0.23966971957158906,60000
0.4549666666666667,1.644027133433024,0.4074855957282778,0.4468763346783929,0.35908362494303314,60000
0.3706833333333333,2.286107365608215,0.25889891488025774,0.36042918089507464,0.2536405656068253,60000
0.47696666666666665,1.6256849232991537,0.38462327149585007,0.47009157602113705,0.38590345959091593,60000
0.3722666666666667,2.0603762378056842,0.3300387196134294,0.3633053333594498,0.2562558730816694,60000
0.5167666666666667,1.4927672271092733,0.5230607400406961,0.5109643008347173,0.44407245784360905,60000
0.3914166666666667,2.0705176109949748,0.3709186938029375,0.3810647273255505,0.2795660509772314,60000
0.5202166666666667,1.5575255380630493,0.41970717021809606,0.5153487146559265,0.4364728052389369,60000
0.36073333333333335,2.5175025047302246,0.2720701169935426,0.3517483604448416,0.2482271817544707,60000
0.4569166666666667,1.6829367727915445,0.4115131563677039,0.44957742618089896,0.3755056974592018,60000
0.3940666666666667,1.9898548032124836,0.31691226228890224,0.38301381228330555,0.2840131989868289,60000
0.54735,1.3835383878707885,0.5364636332618372,0.5406079695545765,0.4813560343503111,60000
