client_folder,csv_file,max_accuracy,aulc,normalized_aulc
client_8_mnist_rank_analyze_topsis,0.40.csv,0.9347000122070312,7.713799998164177,0.8570888886849085
client_8_mnist_rank_analyze_topsis,0.90.csv,0.9351000189781188,7.619000017642975,0.8465555575158861
client_8_mnist_rank_analyze_topsis,1.00.csv,0.9307000041007996,7.602600008249283,0.8447333342499204
client_6_mnist_rank_analyze_topsis,0.40.csv,0.930299997329712,7.599650040268898,0.8444055600298775
client_8_mnist_rank_analyze_topsis,0.70.csv,0.9323999881744384,7.595499962568283,0.8439444402853647
client_9_mnist_rank_analyze_topsis,1.00.csv,0.932200014591217,7.586400061845779,0.8429333402050866
client_7_mnist_rank_analyze_topsis,0.90.csv,0.9348000288009644,7.575999945402145,0.8417777717113495
client_7_mnist_rank_analyze_topsis,0.10.csv,0.9348999857902528,7.572200059890747,0.841355562210083
client_6_mnist_rank_analyze_topsis,0.10.csv,0.933899998664856,7.56850004196167,0.8409444491068522
client_7_mnist_rank_analyze_topsis,0.40.csv,0.9265999794006348,7.566350013017654,0.8407055570019616
client_8_mnist_rank_analyze_topsis,0.80.csv,0.9314000010490416,7.5660999566316605,0.8406777729590734
client_8_mnist_rank_analyze_topsis,0.50.csv,0.9386000037193298,7.559549987316132,0.8399499985906813
client_6_mnist_rank_analyze_topsis,0.90.csv,0.9325000047683716,7.550849974155426,0.838983330461714
client_3_mnist_rank_analyze_topsis,0.90.csv,0.932200014591217,7.5452999621629715,0.8383666624625524
client_0_mnist_rank_analyze_topsis,0.90.csv,0.9312999844551086,7.54470007121563,0.8383000079128478
client_2_mnist_rank_analyze_topsis,0.90.csv,0.9314000010490416,7.541200011968613,0.837911112440957
client_3_mnist_rank_analyze_topsis,1.00.csv,0.9333000183105468,7.541000008583069,0.8378888898425632
client_2_mnist_rank_analyze_topsis,1.00.csv,0.9318000078201294,7.539699956774712,0.8377444396416346
client_0_mnist_rank_analyze_topsis,1.00.csv,0.9300000071525574,7.538449928164482,0.8376055475738313
client_1_mnist_rank_analyze_topsis,0.90.csv,0.9305999875068665,7.535350009799004,0.8372611121998893
client_5_mnist_rank_analyze_topsis,0.40.csv,0.9296000003814696,7.533299908041954,0.8370333231157727
client_8_mnist_rank_analyze_topsis,0.20.csv,0.9340000152587892,7.532199993729591,0.836911110414399
client_0_mnist_rank_analyze_topsis,0.40.csv,0.9279000163078308,7.52879998087883,0.8365333312087588
client_2_mnist_rank_analyze_topsis,0.40.csv,0.9277999997138976,7.528650015592575,0.836516668399175
client_3_mnist_rank_analyze_topsis,0.40.csv,0.927299976348877,7.528000071644783,0.8364444524049759
client_5_mnist_rank_analyze_topsis,0.10.csv,0.9332000017166138,7.527349978685379,0.836372219853931
client_1_mnist_rank_analyze_topsis,0.40.csv,0.9280999898910522,7.524849995970726,0.8360944439967474
client_4_mnist_rank_analyze_topsis,0.40.csv,0.9296000003814696,7.523899927735329,0.835988880859481
client_4_mnist_rank_analyze_topsis,0.90.csv,0.9298999905586244,7.52384988963604,0.8359833210706711
client_5_mnist_rank_analyze_topsis,0.90.csv,0.930899977684021,7.515450015664101,0.8350500017404556
client_1_mnist_rank_analyze_topsis,1.00.csv,0.9300000071525574,7.513949930667877,0.8348833256297641
client_7_mnist_rank_analyze_topsis,0.70.csv,0.9262999892234802,7.506349951028824,0.8340388834476471
client_3_mnist_rank_analyze_topsis,0.10.csv,0.9340000152587892,7.504950016736984,0.8338833351929983
client_4_mnist_rank_analyze_topsis,0.10.csv,0.9323999881744384,7.504550024867058,0.8338388916518953
client_5_mnist_rank_analyze_topsis,0.20.csv,0.9261999726295472,7.500550001859665,0.8333944446510739
client_0_mnist_rank_analyze_topsis,0.10.csv,0.932699978351593,7.497599959373474,0.8330666621526083
client_2_mnist_rank_analyze_topsis,0.10.csv,0.932799994945526,7.496749967336655,0.8329722185929617
client_8_mnist_rank_analyze_topsis,0.10.csv,0.9325000047683716,7.49534997344017,0.8328166637155745
client_1_mnist_rank_analyze_topsis,0.10.csv,0.9330000281333924,7.494550034403801,0.8327277816004224
client_7_mnist_rank_analyze_topsis,0.50.csv,0.9368000030517578,7.488949999213219,0.8321055554681354
client_4_mnist_rank_analyze_topsis,1.00.csv,0.9312000274658204,7.488199934363365,0.8320222149292628
client_5_mnist_rank_analyze_topsis,1.00.csv,0.9300000071525574,7.475249961018562,0.8305833290020624
client_7_mnist_rank_analyze_topsis,0.20.csv,0.92330002784729,7.4747999757528305,0.8305333306392034
client_3_mnist_rank_analyze_topsis,0.20.csv,0.929099977016449,7.474099949002266,0.8304555498891406
client_4_mnist_rank_analyze_topsis,0.20.csv,0.9279999732971193,7.471549957990646,0.8301722175545163
client_6_mnist_rank_analyze_topsis,1.00.csv,0.926900029182434,7.469649970531464,0.8299611078368293
client_4_mnist_rank_analyze_topsis,0.70.csv,0.9312999844551086,7.4661499708890915,0.8295722189876769
client_6_mnist_rank_analyze_topsis,0.20.csv,0.9257000088691713,7.466100126504898,0.8295666807227664
client_6_mnist_rank_analyze_topsis,0.70.csv,0.9297999739646912,7.464249923825264,0.8293611026472516
client_3_mnist_rank_analyze_topsis,0.70.csv,0.9301999807357788,7.462399989366531,0.8291555543740591
client_5_mnist_rank_analyze_topsis,0.70.csv,0.9308000206947328,7.461799964308739,0.8290888849231932
client_2_mnist_rank_analyze_topsis,0.20.csv,0.9269999861717224,7.454350084066391,0.8282611204518212
client_1_mnist_rank_analyze_topsis,0.20.csv,0.926800012588501,7.449349984526634,0.8277055538362927
client_0_mnist_rank_analyze_topsis,0.20.csv,0.9269999861717224,7.447950065135956,0.8275500072373284
client_7_mnist_rank_analyze_topsis,0.80.csv,0.9225000143051147,7.447049960494041,0.8274499956104491
client_1_mnist_rank_analyze_topsis,0.70.csv,0.930400013923645,7.445000052452087,0.8272222280502319
client_0_mnist_rank_analyze_topsis,0.70.csv,0.930299997329712,7.444949999451637,0.8272166666057374
client_2_mnist_rank_analyze_topsis,0.70.csv,0.930999994277954,7.439350008964539,0.8265944454405043
client_7_mnist_rank_analyze_topsis,1.00.csv,0.9276999831199646,7.437300056219101,0.8263666729132334
client_6_mnist_rank_analyze_topsis,0.80.csv,0.9258000254631042,7.419200047850609,0.8243555608722899
client_2_mnist_rank_analyze_topsis,0.80.csv,0.926900029182434,7.411849990487099,0.8235388878318999
client_1_mnist_rank_analyze_topsis,0.80.csv,0.9262999892234802,7.4031000435352325,0.8225666715039147
client_0_mnist_rank_analyze_topsis,0.80.csv,0.9253000020980836,7.399600028991699,0.8221777809990777
client_3_mnist_rank_analyze_topsis,0.80.csv,0.9251999855041504,7.397000104188919,0.8218889004654355
client_4_mnist_rank_analyze_topsis,0.80.csv,0.925100028514862,7.38529996573925,0.8205888850821389
client_5_mnist_rank_analyze_topsis,0.80.csv,0.9244999885559082,7.382150039076805,0.8202388932307562
client_4_mnist_rank_analyze_topsis,0.50.csv,0.9318000078201294,7.3804000467062,0.8200444496340222
client_6_mnist_rank_analyze_topsis,0.50.csv,0.9297000169754028,7.371300041675568,0.819033337963952
client_2_mnist_rank_analyze_topsis,0.50.csv,0.932200014591217,7.36920003592968,0.8188000039921867
client_0_mnist_rank_analyze_topsis,0.50.csv,0.9316999912261964,7.364649996161461,0.81829444401794
client_5_mnist_rank_analyze_topsis,0.50.csv,0.930999994277954,7.36359991133213,0.8181777679257922
client_9_mnist_rank_analyze_topsis,0.30.csv,0.9132000207901,7.357349969446659,0.8174833299385177
client_1_mnist_rank_analyze_topsis,0.50.csv,0.9314000010490416,7.355449989438057,0.817272221048673
client_3_mnist_rank_analyze_topsis,0.50.csv,0.930299997329712,7.34799998998642,0.8164444433318244
client_8_mnist_rank_analyze_topsis,0.60.csv,0.9236999750137328,7.330699995160103,0.8145222216844559
client_7_mnist_rank_analyze_topsis,0.30.csv,0.9021000266075134,7.289099931716919,0.809899992412991
client_6_mnist_rank_analyze_topsis,0.60.csv,0.913699984550476,7.242200046777725,0.8046888940864139
client_7_mnist_rank_analyze_topsis,0.60.csv,0.9101999998092652,7.228299960494041,0.8031444400548935
client_3_mnist_rank_analyze_topsis,0.60.csv,0.9139000177383424,7.223650008440018,0.8026277787155576
client_2_mnist_rank_analyze_topsis,0.60.csv,0.9128000140190125,7.221000030636787,0.8023333367374208
client_0_mnist_rank_analyze_topsis,0.60.csv,0.9132999777793884,7.216799974441528,0.8018666638268365
client_1_mnist_rank_analyze_topsis,0.60.csv,0.912999987602234,7.214850023388863,0.8016500025987625
client_4_mnist_rank_analyze_topsis,0.60.csv,0.9120000004768372,7.211649969220161,0.8012944410244623
client_9_mnist_rank_analyze_topsis,0.20.csv,0.8989999890327454,7.2032999992370605,0.8003666665818956
client_8_mnist_rank_analyze_topsis,0.30.csv,0.9100000262260436,7.1912500113248825,0.799027779036098
client_5_mnist_rank_analyze_topsis,0.60.csv,0.9068999886512756,7.189200058579445,0.7988000065088272
client_9_mnist_rank_analyze_topsis,0.40.csv,0.9133999943733216,7.174299955368042,0.797144439485338
client_9_mnist_rank_analyze_topsis,0.10.csv,0.8978999853134155,7.133700020611286,0.7926333356234763
client_1_mnist_rank_analyze_topsis,0.30.csv,0.9020000100135804,7.0890999883413315,0.7876777764823701
client_3_mnist_rank_analyze_topsis,0.30.csv,0.8985999822616577,7.08610001206398,0.7873444457848867
client_9_mnist_rank_analyze_topsis,0.50.csv,0.9068999886512756,7.0816999822855,0.7868555535872778
client_0_mnist_rank_analyze_topsis,0.30.csv,0.9021999835968018,7.081650003790855,0.7868500004212061
client_6_mnist_rank_analyze_topsis,0.30.csv,0.8934000134468079,7.067249983549118,0.7852499981721243
client_2_mnist_rank_analyze_topsis,0.30.csv,0.9006999731063843,7.064199969172478,0.7849111076858308
client_5_mnist_rank_analyze_topsis,0.30.csv,0.8903999924659729,7.0432499796152115,0.7825833310683569
client_4_mnist_rank_analyze_topsis,0.30.csv,0.8934999704360962,7.030299976468086,0.7811444418297874
client_9_mnist_rank_analyze_topsis,0.60.csv,0.8998000025749207,6.958900019526482,0.7732111132807202
client_9_mnist_rank_analyze_topsis,0.70.csv,0.8895000219345093,6.941300019621849,0.771255557735761
client_9_mnist_rank_analyze_topsis,0.80.csv,0.8492000102996826,6.715450033545494,0.7461611148383882
client_9_mnist_rank_analyze_topsis,0.90.csv,0.8605999946594238,6.695699959993362,0.7439666622214847
